Scenario - 
Logfile written - 11/19/2019 16:00:41

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

68	1	Response	4	113255	113095	0
68	1	Response	1	247205	247044	0
68	1	Response	2	283124	282963	1
68	1	Response	1	302323	302163	0
68	1	Response	2	328243	328082	0
68	1	Response	1	339283	339122	0
68	1	Response	2	354642	354482	0
68	1	Response	1	362962	362801	1
68	1	Response	2	383521	383361	1
68	1	Response	1	401201	401041	1
68	1	Response	2	417441	417280	0
68	1	Response	1	426639	426478	3
68	1	Response	2	447841	447680	1
68	1	Response	1	458160	457999	1
68	1	Response	2	481359	481198	1
68	1	Response	1	497199	497038	0
68	1	Response	2	502239	502078	0
68	1	Response	1	518478	518318	1
68	1	Response	2	519918	519758	0
68	1	Response	1	601596	601436	0
68	1	Response	2	615517	615357	1
68	1	Response	1	627116	626955	0
68	1	Response	2	640715	640555	1
68	1	Response	1	646874	646713	2
68	1	Response	2	667675	667515	1
68	1	Response	1	681995	681834	1
68	1	Response	2	691033	690872	2
68	1	Response	1	701674	701513	1
68	1	Response	2	717354	717193	0
68	1	Response	1	730874	730713	1
68	1	Response	2	743193	743033	0
68	1	Response	1	749753	749592	1
68	1	Response	2	758633	758473	1
68	1	Response	1	775192	775032	1
68	1	Response	2	776632	776472	0
68	1	Response	1	864631	864470	0
68	1	Response	2	865750	865590	0
68	1	Response	1	954788	954628	0
68	1	Response	2	955907	955746	2
68	1	Response	1	976148	975987	1
68	1	Response	2	977268	977107	0
68	1	Response	1	1127904	1127743	1
68	1	Response	2	1129264	1129103	1
68	1	Response	1	1159343	1159183	1
68	1	Response	2	1160384	1160223	1
68	1	Response	1	1210942	1210782	1
68	1	Response	2	1212302	1212142	1
68	1	Response	1	1245501	1245341	1
68	1	Response	2	1246781	1246621	0
68	1	Response	1	1300060	1299899	1
68	1	Response	2	1301340	1301180	0
68	1	Response	1	1342859	1342698	0
68	1	Response	2	1344059	1343898	0
68	1	Response	1	1421817	1421657	1
68	1	Response	2	1422777	1422617	1
68	1	Response	1	1449734	1449574	3
68	1	Response	2	1450696	1450536	1
68	1	Response	1	1459097	1458936	1
68	1	Response	2	1460297	1460136	0
68	2	Response	4	1703778	174723	0
68	3	Response	1	1934285	230076	0
68	3	Response	2	1960285	256075	0
68	3	Response	1	1968525	264315	0
68	3	Response	2	1976205	271995	1
68	3	Response	1	1983483	279273	2
68	3	Response	2	1993884	289674	1
68	3	Response	1	2002204	297994	1
68	3	Response	2	2018684	314474	1
68	3	Response	1	2030283	326073	0
68	3	Response	2	2041643	337434	1
68	3	Response	1	2055883	351673	1
68	3	Response	2	2067002	362793	1
68	3	Response	1	2110841	406632	1
68	3	Response	2	2111962	407752	0
68	3	Response	1	2215719	511509	0
68	3	Response	2	2232838	528629	1
68	3	Response	1	2245958	541749	1
68	3	Response	2	2252758	548548	0
68	3	Response	1	2262598	558388	0
68	3	Response	2	2267958	563748	1
68	3	Response	1	2276996	572786	2
68	3	Response	2	2280357	576148	1
68	3	Response	1	2295638	591428	0
68	3	Response	2	2303637	599427	1
68	3	Response	1	2320597	616387	0
68	3	Response	2	2328916	624707	1
68	3	Response	1	2370515	666306	0
68	3	Response	2	2373875	669666	0
68	3	Response	1	2394995	690785	1
68	3	Response	2	2407314	703104	1
68	3	Response	1	2420034	715825	1
68	3	Response	2	2420995	716785	0
68	4	Response	1	2611550	188723	0
68	4	Response	2	2619948	197121	2
68	4	Response	1	2626349	203522	0
68	4	Response	2	2637788	214961	2
68	4	Response	1	2647469	224642	1
68	4	Response	2	2659148	236322	1
68	4	Response	1	2665869	243042	1
68	4	Response	2	2672269	249442	1
68	4	Response	1	2689148	266321	0
68	4	Response	2	2695468	272641	0
68	4	Response	1	2706908	284081	1
68	4	Response	2	2732347	309520	1
68	4	Response	1	2755146	332320	1
68	4	Response	2	2756586	333760	0
68	4	Response	1	2787786	364959	0
68	4	Response	2	2807545	384719	1
68	4	Response	1	2816185	393358	0
68	4	Response	2	2828024	405197	2
68	4	Response	1	2835064	412237	1
68	4	Response	2	2840504	417677	0
68	4	Response	1	2854504	431677	1
68	4	Response	2	2863703	440876	2
68	4	Response	1	2874585	451758	0
68	4	Response	2	2883383	460557	1
68	4	Response	1	2891544	468717	0
68	4	Response	2	2899863	477036	0
68	4	Response	1	2916102	493276	1
68	4	Response	2	2917222	494396	0
68	5	Video	Vogels_1min	2970622	52163	1			0		other	0
68	6	Response	4	3613814	57732	0
68	7	Response	1	3856481	242236	1
68	7	Response	2	3864080	249835	0
68	7	Response	1	3880480	266235	1
68	7	Response	2	3888080	273835	1
68	7	Response	1	3900079	285834	1
68	7	Response	2	3903520	289275	1
68	7	Response	1	3919599	305354	0
68	7	Response	2	3933038	318793	2
68	7	Response	1	3938639	324394	1
68	7	Response	2	3946718	332474	1
68	7	Response	1	3962718	348473	1
68	7	Response	2	3971038	356793	1
68	7	Response	1	3978318	364073	0
68	7	Response	2	3980798	366553	0
68	7	Response	1	3992398	378153	1
68	7	Response	2	3998557	384312	0
68	7	Response	1	4047676	433431	0
68	7	Response	2	4048956	434711	0
68	7	Response	1	4068876	454631	0
68	7	Response	2	4078876	464631	1
68	7	Response	1	4084715	470470	1
68	7	Response	2	4092955	478710	1
68	7	Response	1	4103835	489590	1
68	7	Response	2	4112795	498550	0
68	7	Response	1	4130234	515990	0
68	7	Response	2	4151432	537187	2
68	7	Response	1	4158394	544149	1
68	7	Response	2	4167594	553349	1
68	7	Response	1	4181353	567108	1
68	7	Response	2	4187353	573108	1
68	7	Response	1	4202392	588148	0
68	7	Response	2	4203432	589187	0
68	8	Video	Whales_1min	4257034	52163	1			0		other	0
68	9	Response	4	4892504	39677	0
68	10	Response	1	5178049	285225	2
68	10	Response	2	5188530	295706	0
68	10	Response	1	5200769	307945	1
68	10	Response	2	5211889	319065	1
68	10	Response	1	5217649	324825	0
68	10	Response	2	5230289	337465	0
68	10	Response	1	5252448	359624	1
68	10	Response	2	5255968	363144	0
68	10	Response	1	5266368	373544	1
68	10	Response	2	5281008	388184	0
68	10	Response	1	5309567	416743	1
68	10	Response	2	5341406	448582	0
68	10	Response	1	5356286	463462	1
68	10	Response	2	5370844	478020	2
68	10	Response	1	5415085	522261	1
68	10	Response	2	5419404	526580	0
68	10	Response	1	5431004	538181	1
68	10	Response	2	5439804	546980	1
68	10	Response	1	5452203	559379	1
68	10	Response	2	5453324	560500	0
68	10	Response	1	5478041	585218	2
68	10	Response	2	5488042	595218	2
68	10	Response	1	5492602	599778	1
68	10	Response	2	5502203	609379	0
68	10	Response	1	5508682	615858	1
68	10	Response	2	5517162	624338	1
68	10	Response	1	5524682	631858	0
68	10	Response	2	5537562	644738	1
68	10	Response	1	5545722	652898	1
68	10	Response	2	5560840	668016	2
68	10	Response	1	5568681	675857	1
68	10	Response	2	5573240	680416	1
68	10	Response	1	5591160	698336	1
68	10	Response	2	5592200	699376	0
68	11	Response	4	5777363	183754	0
68	12	Picture	Start_fixation	5777430	0	7	80161	13	0	next	other	0
68	12	Picture	Start_basket	5857591	80161	7	79995	7	80000	next	other	0
68	12	Response	1	5969551	192122	0
68	12	Response	2	5977951	200521	1
68	12	Response	1	6013469	236040	1
68	12	Response	2	6014670	237241	0
68	13	Picture	Start_fixation	6016913	0	7	80161	13	0	next	other	0
68	13	Picture	F	6097075	80161	7	79994	7	80000	next	other	0
68	13	Response	1	6214746	197832	1
68	13	Response	2	6219785	202872	0
68	13	Response	1	6262505	245592	1
68	13	Response	2	6267625	250711	1
68	13	Response	1	6276504	259591	1
68	13	Response	2	6277704	260791	0
68	14	Picture	Start_fixation	6279895	0	8	80161	14	0	next	other	0
68	14	Picture	E	6360056	80161	7	79994	7	80000	next	other	0
68	14	Response	1	6462100	182205	1
68	14	Response	2	6480580	200684	1
68	14	Response	1	6510579	230684	0
68	14	Response	2	6511939	232044	0
68	15	Picture	Start_fixation	6514046	0	7	80161	13	0	next	other	0
68	15	Picture	A	6594207	80161	7	79994	7	80000	next	other	0
68	15	Response	1	6701454	187409	1
68	15	Response	2	6707533	193487	2
68	15	Response	1	6723454	209408	0
68	15	Response	2	6724654	210608	0
68	16	Picture	Start_fixation	6726864	0	7	80161	13	0	next	other	0
68	16	Picture	B	6807025	80161	7	79995	7	80000	next	other	0
68	16	Response	1	6932889	206025	1
68	16	Response	2	6961208	234344	1
68	16	Response	1	6986168	259303	1
68	16	Response	2	6987208	260344	0
68	17	Picture	Start_fixation	6989513	0	7	80161	13	0	next	other	0
68	17	Picture	D	7069674	80161	7	79994	7	80000	next	other	0
68	17	Response	1	7176724	187211	1
68	17	Response	2	7183604	194091	1
68	17	Response	1	7192082	202569	1
68	17	Response	2	7196163	206650	1
68	17	Response	1	7218482	228969	1
68	17	Response	2	7219842	230329	0
68	18	Picture	Start_fixation	7221830	0	7	80161	13	0	next	other	0
68	18	Picture	C	7301991	80161	7	79994	7	80000	next	other	0
68	18	Response	1	7405199	183369	1
68	18	Response	2	7419998	198168	0
68	18	Response	1	7434637	212807	0
68	18	Response	2	7435997	214167	0
68	19	Response	4	7511563	74581	0
68	20	Picture	G	7597804	80161	7	79994	7	80000	next	other	0
68	20	Response	1	7829588	311945	0
68	20	Response	2	7831028	313385	0
68	20	Response	1	7961265	443622	0
68	20	Response	2	7962465	444822	0
68	21	Picture	M	8056939	80161	7	79994	7	80000	next	other	0
68	21	Response	1	8185660	208882	1
68	21	Response	2	8186940	210162	0
68	21	Response	1	8263978	287200	1
68	21	Response	2	8265338	288560	0
68	22	Picture	A	8359251	80161	7	79995	7	80000	next	other	0
68	22	Response	1	8487013	207923	1
68	22	Response	2	8488853	209763	0
68	22	Response	1	8516533	237442	0
68	22	Response	2	8517812	238722	0
68	23	Picture	C	8611734	80161	7	79994	7	80000	next	other	0
68	23	Response	1	8714529	182956	1
68	23	Response	2	8716208	184635	0
68	23	Response	1	8772206	240634	0
68	23	Response	2	8773406	241833	0
68	24	Picture	D	8867383	80161	7	79994	7	80000	next	other	0
68	24	Response	1	8978362	191140	0
68	24	Response	2	8979721	192499	0
68	24	Response	1	9010279	223057	2
68	24	Response	2	9012121	224899	0
68	25	Picture	T	9105366	80161	7	79994	7	80000	next	other	0
68	25	Response	1	9221636	196430	1
68	25	Response	2	9222916	197711	0
68	25	Response	1	9297714	272509	0
68	25	Response	2	9299234	274029	0
68	26	Picture	S	9393013	80161	7	79994	7	80000	next	other	0
68	26	Response	1	9496190	183338	1
68	26	Response	2	9497629	184777	0
68	26	Response	1	9523309	210457	1
68	26	Response	2	9524749	211897	0
68	27	Picture	K	9618331	80161	7	79994	7	80000	next	other	0
68	27	Response	1	9730744	192575	1
68	27	Response	2	9732424	194254	0
68	27	Response	1	9814102	275932	1
68	27	Response	2	9815622	277452	0
68	28	Picture	H	9909144	80161	7	79994	7	80000	next	other	0
68	28	Response	1	10019536	190553	2
68	28	Response	2	10021297	192314	0
68	28	Response	1	10051536	222554	0
68	28	Response	2	10053216	224233	0
68	29	Picture	O	10146628	80161	7	79994	7	80000	next	other	0
68	29	Response	1	10242972	176506	0
68	29	Response	2	10245052	178586	0
68	29	Response	1	10269611	203145	0
68	29	Response	2	10270651	204185	0
68	30	Picture	1	10364612	80161	7	79995	7	80000	next	other	0
68	30	Response	1	10462887	178436	1
68	30	Response	2	10465607	181155	0
68	30	Response	1	10493366	208915	0
68	30	Response	2	10494486	210035	0
68	31	Picture	F	10588597	80161	7	79995	7	80000	next	other	0
68	31	Response	1	10695522	187086	0
68	31	Response	2	10697121	188685	0
68	31	Response	1	10729841	221405	0
68	31	Response	2	10730881	222445	0
68	32	Picture	U	10825247	80161	7	79994	7	80000	next	other	0
68	32	Response	1	10935116	190030	0
68	32	Response	2	10937036	191950	0
68	32	Response	1	10972235	227149	1
68	32	Response	2	10973675	228589	0
68	33	Picture	L	11067230	80161	7	79995	7	80000	next	other	0
68	33	Response	1	11175671	188602	1
68	33	Response	2	11177111	190042	0
68	33	Response	1	11204470	217400	0
68	33	Response	2	11205670	218601	0
68	34	Picture	E	11299714	80161	7	79994	7	80000	next	other	0
68	34	Response	1	11407265	187712	0
68	34	Response	2	11409025	189472	0
68	34	Response	1	11435263	215710	2
68	34	Response	2	11436864	217311	0
68	35	Picture	Y	11530365	80161	7	79995	7	80000	next	other	0
68	35	Response	1	11643500	193296	1
68	35	Response	2	11644939	194736	0
68	35	Response	1	11670139	219935	1
68	35	Response	2	11671419	221215	0
68	36	Picture	Q	11765182	80161	7	79994	7	80000	next	other	0
68	36	Response	1	11863975	178954	1
68	36	Response	2	11865734	180714	0
68	36	Response	1	11886614	201593	1
68	36	Response	2	11887814	202793	0
68	37	Picture	V	11981667	80161	7	79994	7	80000	next	other	0
68	37	Response	1	12088449	186944	0
68	37	Response	2	12089649	188143	0
68	37	Response	1	12109007	207502	1
68	37	Response	2	12110288	208783	0
68	38	Picture	Z	12204151	80161	7	79994	7	80000	next	other	0
68	38	Response	1	12300125	176135	0
68	38	Response	2	12301484	177494	0
68	38	Response	1	12324284	200294	1
68	38	Response	2	12325484	201494	0
68	39	Picture	X	12419303	80161	7	79994	7	80000	next	other	0
68	39	Response	1	12526999	187857	0
68	39	Response	2	12528119	188977	0
68	39	Response	1	12556358	217216	1
68	39	Response	2	12557398	218256	0
68	40	Picture	2	12651620	80161	7	79994	7	80000	next	other	0
68	40	Response	1	12773235	201776	0
68	40	Response	2	12774193	202734	0
68	40	Response	1	12800433	228974	1
68	40	Response	2	12801633	230174	0
68	41	Picture	J	12895436	80161	7	79995	7	80000	next	other	0
68	41	Response	1	12994988	179713	1
68	41	Response	2	12996188	180912	0
68	41	Response	1	13015707	200432	0
68	41	Response	2	13017067	201792	0
68	42	Picture	I	13110755	80161	7	79994	7	80000	next	other	0
68	42	Response	1	13211383	180789	1
68	42	Response	2	13212503	181909	0
68	42	Response	1	13244422	213828	1
68	42	Response	2	13245462	214869	0
68	43	Picture	W	13339572	80161	7	79994	7	80000	next	other	0
68	43	Response	1	13440498	181087	0
