Scenario - 
Logfile written - 11/08/2019 16:08:30

Subject	Trial	Event Type	Code	Time	TTime	Uncertainty	Duration	Uncertainty	ReqTime	ReqDur	Stim Type	Pair Index

5	1	Response	4	93614	93448	0
5	1	Response	1	172687	172521	0
5	1	Response	2	173727	173560	0
5	1	Response	1	226606	226440	1
5	1	Response	2	227657	227491	0
5	1	Response	1	256526	256360	0
5	1	Response	2	257407	257241	0
5	1	Response	1	275408	275241	0
5	1	Response	2	276367	276201	0
5	1	Response	1	297092	296926	0
5	1	Response	2	298047	297881	0
5	1	Response	1	330447	330281	0
5	1	Response	2	331087	330921	0
5	1	Response	1	372766	372600	0
5	1	Response	2	373647	373481	0
5	1	Response	1	398687	398521	0
5	1	Response	2	399493	399327	0
5	1	Response	1	436207	436041	0
5	1	Response	2	437167	437001	0
5	1	Response	1	451887	451721	0
5	1	Response	2	452607	452441	0
5	1	Response	1	495647	495481	0
5	1	Response	2	496687	496521	0
5	1	Response	1	517967	517801	0
5	1	Response	2	519008	518842	0
5	1	Response	1	581006	580839	1
5	1	Response	2	581968	581802	0
5	1	Response	1	607567	607401	0
5	1	Response	2	608608	608442	0
5	1	Response	1	634773	634606	0
5	1	Response	2	635888	635721	0
5	1	Response	1	665487	665321	0
5	1	Response	2	666208	666041	0
5	1	Response	1	697728	697561	0
5	1	Response	2	698607	698441	0
5	1	Response	1	827967	827800	0
5	1	Response	2	828768	828601	0
5	1	Response	1	870128	869961	0
5	1	Response	2	870847	870680	0
5	1	Response	1	893887	893721	0
5	1	Response	2	894448	894281	0
5	1	Response	1	953647	953480	0
5	1	Response	2	954528	954361	0
5	1	Response	1	986931	986765	0
5	1	Response	2	987808	987641	0
5	1	Response	1	1016288	1016121	0
5	1	Response	2	1017249	1017083	0
5	1	Response	1	1061168	1061002	0
5	1	Response	2	1061808	1061641	0
5	1	Response	1	1067488	1067321	0
5	1	Response	2	1068208	1068041	0
5	1	Response	1	1101968	1101801	0
5	1	Response	2	1102928	1102761	0
5	1	Response	1	1143888	1143721	0
5	1	Response	2	1144768	1144602	0
5	1	Response	1	1174208	1174042	0
5	1	Response	2	1174935	1174768	0
5	1	Response	1	1216210	1216043	0
5	1	Response	2	1216928	1216762	0
5	1	Response	1	1234689	1234523	0
5	1	Response	2	1235568	1235401	0
5	2	Response	4	1412420	119301	0
5	3	Response	1	1711169	298661	0
5	3	Response	2	1711808	299301	0
5	3	Response	1	1755329	342822	0
5	3	Response	2	1756129	343622	0
5	3	Response	1	1783808	371301	0
5	3	Response	2	1784608	372101	0
5	3	Response	1	1794608	382101	0
5	3	Response	2	1795330	382822	0
5	3	Response	1	1809337	396830	0
5	3	Response	2	1810048	397541	0
5	3	Response	1	1853089	440582	0
5	3	Response	2	1854049	441542	0
5	3	Response	1	1891808	479301	0
5	3	Response	2	1892368	479861	0
5	3	Response	1	1899968	487461	0
5	3	Response	2	1900849	488342	0
5	3	Response	1	2041009	628502	0
5	3	Response	2	2041649	629142	0
5	3	Response	1	2055648	643141	0
5	3	Response	2	2056448	643941	0
5	3	Response	1	2086369	673862	0
5	3	Response	2	2087169	674662	0
5	3	Response	1	2132768	720261	0
5	3	Response	2	2133729	721222	0
5	3	Response	1	2153408	740901	0
5	3	Response	2	2154049	741542	0
5	3	Response	1	2179409	766902	0
5	3	Response	2	2193089	780582	0
5	3	Response	1	2206369	793862	0
5	3	Response	2	2207009	794501	0
5	4	Response	1	2405888	197129	0
5	4	Response	2	2406935	198175	0
5	4	Response	1	2426609	217849	0
5	4	Response	2	2427408	218649	0
5	4	Response	1	2456769	248009	0
5	4	Response	2	2457809	249049	0
5	4	Response	1	2471169	262410	0
5	4	Response	2	2471889	263129	0
5	4	Response	1	2490369	281609	0
5	4	Response	2	2491329	282569	0
5	4	Response	1	2513331	304571	0
5	4	Response	2	2516208	307449	0
5	4	Response	1	2524929	316169	0
5	4	Response	2	2525649	316889	0
5	4	Response	1	2577729	368970	0
5	4	Response	2	2578448	369689	1
5	4	Response	1	2635249	426490	0
5	4	Response	2	2635809	427049	0
5	4	Response	1	2646373	437613	0
5	4	Response	2	2647169	438409	0
5	4	Response	1	2663489	454730	0
5	4	Response	2	2664209	455449	0
5	4	Response	1	2680369	471610	0
5	4	Response	2	2681088	472329	0
5	4	Response	1	2700929	492169	0
5	4	Response	2	2701889	493130	0
5	4	Response	1	2710769	502010	0
5	4	Response	2	2711489	502729	0
5	5	Video	Vogels_1min	2764904	51785	1			0		other	0
5	6	Response	4	3390720	40865	0
5	7	Response	1	3658850	268033	0
5	7	Response	2	3659970	269153	0
5	7	Response	1	3675571	284754	0
5	7	Response	2	3676210	285394	0
5	7	Response	1	3735890	345073	0
5	7	Response	2	3736693	345877	0
5	7	Response	1	3787730	396913	0
5	7	Response	2	3788370	397553	0
5	7	Response	1	3813091	422274	0
5	7	Response	2	3813810	422994	0
5	7	Response	1	3831489	440672	0
5	7	Response	2	3834209	443393	0
5	7	Response	1	3844930	454114	0
5	7	Response	2	3845810	454994	0
5	7	Response	1	3885010	494194	0
5	7	Response	2	3885490	494673	0
5	7	Response	1	3900930	510114	0
5	7	Response	2	3901570	510754	0
5	7	Response	1	3911329	520512	0
5	7	Response	2	3912050	521234	0
5	7	Response	1	3928690	537874	0
5	7	Response	2	3929331	538515	0
5	7	Response	1	3955010	564194	0
5	7	Response	2	3955730	564914	0
5	7	Response	1	3973330	582513	0
5	7	Response	2	3974136	583320	0
5	7	Response	1	4002050	611234	0
5	7	Response	2	4002775	611959	0
5	7	Response	1	4014370	623554	0
5	7	Response	2	4014850	624034	0
5	8	Video	Whales_1min	4068514	51785	1			0		other	0
5	9	Response	4	4694758	30970	0
5	10	Response	1	4929811	234886	0
5	10	Response	2	4930531	235605	0
5	10	Response	1	4933736	238811	0
5	10	Response	2	4936532	241606	0
5	10	Response	1	4952690	257765	0
5	10	Response	2	4958213	263288	0
5	10	Response	1	4971170	276244	0
5	10	Response	2	4973811	278886	0
5	10	Response	1	5014051	319126	0
5	10	Response	2	5014851	319926	0
5	10	Response	1	5028691	333766	0
5	10	Response	2	5029331	334406	0
5	10	Response	1	5043411	348486	0
5	10	Response	2	5044210	349284	0
5	10	Response	1	5069490	374565	0
5	10	Response	2	5073171	378245	0
5	10	Response	1	5086691	391766	0
5	10	Response	2	5087411	392486	0
5	10	Response	1	5126689	431764	0
5	10	Response	2	5130131	435206	0
5	10	Response	1	5144611	449685	0
5	10	Response	2	5144931	450005	0
5	10	Response	1	5166691	471766	0
5	10	Response	2	5167250	472325	0
5	10	Response	1	5178132	483206	0
5	10	Response	2	5178850	483925	0
5	10	Response	1	5196452	501527	0
5	10	Response	2	5196931	502006	0
5	10	Response	1	5211976	517050	0
5	10	Response	2	5212690	517765	0
5	10	Response	1	5223331	528406	0
5	10	Response	2	5224051	529126	0
5	11	Response	4	5294750	68990	0
5	12	Picture	Start_fixation	5294862	0	4	80091	7	0	next	other	0
5	12	Picture	Start_basket	5374954	80091	4	80091	4	80000	next	other	0
5	12	Response	1	5491891	197028	0
5	12	Response	2	5496132	201269	0
5	12	Response	1	5511571	216709	0
5	12	Response	2	5512291	217429	0
5	13	Picture	Start_fixation	5515322	0	4	80091	7	0	next	other	0
5	13	Picture	B	5595413	80091	4	80091	4	80000	next	other	0
5	13	Response	1	5711172	195850	0
5	13	Response	2	5711655	196333	0
5	13	Response	1	5726692	211370	0
5	13	Response	2	5727172	211850	0
5	14	Picture	Start_fixation	5730453	0	2	80091	5	0	next	other	0
5	14	Picture	F	5810545	80091	4	80092	4	80000	next	other	0
5	14	Response	1	5921332	190879	0
5	14	Response	2	5921972	191519	0
5	14	Response	1	5937812	207359	0
5	14	Response	2	5938372	207919	0
5	15	Picture	Start_fixation	5941755	0	4	80091	5	0	next	other	0
5	15	Picture	C	6021846	80091	2	80091	2	80000	next	other	0
5	15	Response	1	6132051	190296	0
5	15	Response	2	6135492	193737	0
5	15	Response	1	6148772	207017	0
5	15	Response	2	6149572	207817	0
5	16	Picture	Start_fixation	6152557	0	2	80091	5	0	next	other	0
5	16	Picture	E	6232649	80091	4	80092	4	80000	next	other	0
